discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_full_name,country_name,country_code,year
Bobsleigh,turin-2006,two-man men,Men,BRONZE,GameTeam,Switzerland team #1,Martin ANNEN,Switzerland,SUI,2006
Bobsleigh,turin-2006,two-man men,Men,BRONZE,GameTeam,Switzerland team #1,Beat HEFTI,Switzerland,SUI,2006
Ski Jumping,turin-2006,Large Hill Individual men,Men,GOLD,Athlete,,Thomas MORGENSTERN,Austria,AUT,2006
Ski Jumping,turin-2006,Large Hill Individual men,Men,SILVER,Athlete,,Andreas KOFLER,Austria,AUT,2006
Ski Jumping,turin-2006,Large Hill Individual men,Men,BRONZE,Athlete,,Lars BYSTOEL,Norway,NOR,2006
Ski Jumping,turin-2006,Teams men,Men,GOLD,GameTeam,Austria team,,Austria,AUT,2006
Ski Jumping,turin-2006,Teams men,Men,SILVER,GameTeam,Finland team,,Finland,FIN,2006
Ski Jumping,turin-2006,Teams men,Men,BRONZE,GameTeam,Norway team,,Norway,NOR,2006
Ski Jumping,turin-2006,Normal Hill Individual men,Men,GOLD,Athlete,,Lars BYSTOEL,Norway,NOR,2006
Ski Jumping,turin-2006,Normal Hill Individual men,Men,SILVER,Athlete,,Matti HAUTAMAEKI,Finland,FIN,2006
Ski Jumping,turin-2006,Normal Hill Individual men,Men,BRONZE,Athlete,,Roar LJOEKELSOEY,Norway,NOR,2006
Skeleton,turin-2006,Individual men,Men,GOLD,Athlete,,Duff GIBSON,Canada,CAN,2006
Skeleton,turin-2006,Individual men,Men,SILVER,Athlete,,Jeff PAIN,Canada,CAN,2006
Skeleton,turin-2006,Individual men,Men,BRONZE,Athlete,,Gregor STAEHLI,Switzerland,SUI,2006
Skeleton,turin-2006,Individual women,Women,GOLD,Athlete,,Maya PEDERSEN,Switzerland,SUI,2006
Skeleton,turin-2006,Individual women,Women,SILVER,Athlete,,Shelley RUDMAN,Great Britain,GBR,2006
Skeleton,turin-2006,Individual women,Women,BRONZE,Athlete,,Mellisa HOLLINGSWORTH,Canada,CAN,2006
Short Track Speed Skating,turin-2006,5000m relay men,Men,GOLD,GameTeam,Republic of Korea team,,Republic of Korea,KOR,2006
Short Track Speed Skating,turin-2006,5000m relay men,Men,SILVER,GameTeam,Canada team,,Canada,CAN,2006
Short Track Speed Skating,turin-2006,5000m relay men,Men,BRONZE,GameTeam,United States team,,United States of America,USA,2006
Short Track Speed Skating,turin-2006,1000m women,Women,GOLD,Athlete,,Sun-Yu JIN,Republic of Korea,KOR,2006
Short Track Speed Skating,turin-2006,1000m women,Women,SILVER,Athlete,,Meng WANG,People's Republic of China,CHN,2006
Short Track Speed Skating,turin-2006,1000m women,Women,BRONZE,Athlete,,Yang YANG (A),People's Republic of China,CHN,2006
Short Track Speed Skating,turin-2006,500m men,Men,GOLD,Athlete,,Apolo Anton OHNO,United States of America,USA,2006
Short Track Speed Skating,turin-2006,500m men,Men,SILVER,Athlete,,François-Louis TREMBLAY,Canada,CAN,2006
Short Track Speed Skating,turin-2006,500m men,Men,BRONZE,Athlete,,Victor AN,Republic of Korea,KOR,2006
Short Track Speed Skating,turin-2006,500m women,Women,GOLD,Athlete,,Meng WANG,People's Republic of China,CHN,2006
Short Track Speed Skating,turin-2006,500m women,Women,SILVER,Athlete,,Evgeniya RADANOVA,Bulgaria,BUL,2006
Short Track Speed Skating,turin-2006,500m women,Women,BRONZE,Athlete,,Anouk LEBLANC-BOUCHER,Canada,CAN,2006
Short Track Speed Skating,turin-2006,3000m relay women,Women,GOLD,GameTeam,Republic of Korea team,,Republic of Korea,KOR,2006
Short Track Speed Skating,turin-2006,3000m relay women,Women,SILVER,GameTeam,Canada team,,Canada,CAN,2006
Short Track Speed Skating,turin-2006,3000m relay women,Women,BRONZE,GameTeam,Italy team,,Italy,ITA,2006
Short Track Speed Skating,turin-2006,1500m men,Men,GOLD,Athlete,,Victor AN,Republic of Korea,KOR,2006
Short Track Speed Skating,turin-2006,1500m men,Men,SILVER,Athlete,,Ho-Suk LEE,Republic of Korea,KOR,2006
Short Track Speed Skating,turin-2006,1500m men,Men,BRONZE,Athlete,,JiaJun LI,People's Republic of China,CHN,2006
Short Track Speed Skating,turin-2006,1000m men,Men,GOLD,Athlete,,Victor AN,Republic of Korea,KOR,2006
Short Track Speed Skating,turin-2006,1000m men,Men,SILVER,Athlete,,Ho-Suk LEE,Republic of Korea,KOR,2006
Short Track Speed Skating,turin-2006,1000m men,Men,BRONZE,Athlete,,Apolo Anton OHNO,United States of America,USA,2006
Short Track Speed Skating,turin-2006,1500m women,Women,GOLD,Athlete,,Sun-Yu JIN,Republic of Korea,KOR,2006
Short Track Speed Skating,turin-2006,1500m women,Women,SILVER,Athlete,,Eun-Kyung CHOI,Republic of Korea,KOR,2006
Short Track Speed Skating,turin-2006,1500m women,Women,BRONZE,Athlete,,Meng WANG,People's Republic of China,CHN,2006
Snowboard,turin-2006,Giant parallel slalom women,Women,GOLD,Athlete,,Daniela MEULI,Switzerland,SUI,2006
Snowboard,turin-2006,Giant parallel slalom women,Women,SILVER,Athlete,,Amelie KOBER,Germany,GER,2006
Snowboard,turin-2006,Giant parallel slalom women,Women,BRONZE,Athlete,,Rosey FLETCHER,United States of America,USA,2006
Snowboard,turin-2006,Snowboard Cross women,Women,GOLD,Athlete,,Tanja FRIEDEN,Switzerland,SUI,2006
Snowboard,turin-2006,Snowboard Cross women,Women,SILVER,Athlete,,Lindsey JACOBELLIS,United States of America,USA,2006
Snowboard,turin-2006,Snowboard Cross women,Women,BRONZE,Athlete,,Dominique MALTAIS,Canada,CAN,2006
Snowboard,turin-2006,Giant parallel slalom men,Men,GOLD,Athlete,,Philipp SCHOCH,Switzerland,SUI,2006
Snowboard,turin-2006,Giant parallel slalom men,Men,SILVER,Athlete,,Simon SCHOCH,Switzerland,SUI,2006
Snowboard,turin-2006,Giant parallel slalom men,Men,BRONZE,Athlete,,Siegfried GRABNER,Austria,AUT,2006
Snowboard,turin-2006,Half-pipe women,Women,GOLD,Athlete,,Hannah TETER,United States of America,USA,2006
Snowboard,turin-2006,Half-pipe women,Women,SILVER,Athlete,,Gretchen BLEILER,United States of America,USA,2006
Snowboard,turin-2006,Half-pipe women,Women,BRONZE,Athlete,,Kjersti BUAAS,Norway,NOR,2006
Snowboard,turin-2006,Snowboard Cross men,Men,GOLD,Athlete,,Seth WESCOTT,United States of America,USA,2006
Snowboard,turin-2006,Snowboard Cross men,Men,SILVER,Athlete,,Radoslav ZIDEK,Slovakia,SVK,2006
Snowboard,turin-2006,Snowboard Cross men,Men,BRONZE,Athlete,,Paul-Henri DE LE RUE,France,FRA,2006
Snowboard,turin-2006,Half-pipe men,Men,GOLD,Athlete,,Shaun WHITE,United States of America,USA,2006
Snowboard,turin-2006,Half-pipe men,Men,SILVER,Athlete,,Daniel KASS,United States of America,USA,2006
Snowboard,turin-2006,Half-pipe men,Men,BRONZE,Athlete,,Markku KOSKI,Finland,FIN,2006
Curling,turin-2006,curling women,Women,GOLD,GameTeam,Sweden team,,Sweden,SWE,2006
Curling,turin-2006,curling women,Women,SILVER,GameTeam,Switzerland team,,Switzerland,SUI,2006
Curling,turin-2006,curling women,Women,BRONZE,GameTeam,Canada team,,Canada,CAN,2006
Curling,turin-2006,curling men,Men,GOLD,GameTeam,Canada team,,Canada,CAN,2006
Curling,turin-2006,curling men,Men,SILVER,GameTeam,Finland team,,Finland,FIN,2006
Curling,turin-2006,curling men,Men,BRONZE,GameTeam,United States team,,United States of America,USA,2006
Rowing,athens-2004,lightweight coxless four 4 men,Men,GOLD,GameTeam,Denmark team,,Denmark,DEN,2004
Rowing,athens-2004,lightweight coxless four 4 men,Men,SILVER,GameTeam,Australia team,,Australia,AUS,2004
Rowing,athens-2004,lightweight coxless four 4 men,Men,BRONZE,GameTeam,Italy team,,Italy,ITA,2004
Rowing,athens-2004,pair without coxswain 2 men,Men,GOLD,GameTeam,Australia team,Drew GINN,Australia,AUS,2004
Rowing,athens-2004,pair without coxswain 2 men,Men,GOLD,GameTeam,Australia team,James TOMKINS,Australia,AUS,2004
Rowing,athens-2004,pair without coxswain 2 men,Men,SILVER,GameTeam,Croatia team,Sinisa SKELIN,Croatia,CRO,2004
Rowing,athens-2004,pair without coxswain 2 men,Men,SILVER,GameTeam,Croatia team,Niksa SKELIN,Croatia,CRO,2004
Rowing,athens-2004,pair without coxswain 2 men,Men,BRONZE,GameTeam,South Africa team,Donovan CECH,South Africa,RSA,2004
Rowing,athens-2004,pair without coxswain 2 men,Men,BRONZE,GameTeam,South Africa team,Ramon DI CLEMENTE,South Africa,RSA,2004
Rowing,athens-2004,single sculls 1x women,Women,GOLD,Athlete,,Katrin RUTSCHOW-STOMPOROWSKI,Germany,GER,2004
Rowing,athens-2004,single sculls 1x women,Women,SILVER,Athlete,,Yekaterina Khodotovich-Karsten,Belarus,BLR,2004
Rowing,athens-2004,single sculls 1x women,Women,BRONZE,Athlete,,Rumyana NEYKOVA,Bulgaria,BUL,2004
Rowing,athens-2004,four without coxswain 4 men,Men,GOLD,GameTeam,Great Britain team,,Great Britain,GBR,2004
Rowing,athens-2004,four without coxswain 4 men,Men,SILVER,GameTeam,Canada team,,Canada,CAN,2004
Rowing,athens-2004,four without coxswain 4 men,Men,BRONZE,GameTeam,Italy team,,Italy,ITA,2004
Rowing,athens-2004,double sculls 2x men,Men,GOLD,GameTeam,France team,Sebastien VIEILLEDENT,France,FRA,2004
Rowing,athens-2004,double sculls 2x men,Men,GOLD,GameTeam,France team,Adrien HARDY,France,FRA,2004
Rowing,athens-2004,double sculls 2x men,Men,SILVER,GameTeam,Slovenia team,Luka SPIK,Slovenia,SLO,2004
Rowing,athens-2004,double sculls 2x men,Men,SILVER,GameTeam,Slovenia team,Iztok COP,Slovenia,SLO,2004
Rowing,athens-2004,double sculls 2x men,Men,BRONZE,GameTeam,Italy team,Rossano GALTAROSSA,Italy,ITA,2004
Rowing,athens-2004,double sculls 2x men,Men,BRONZE,GameTeam,Italy team,Alessio SARTORI,Italy,ITA,2004
Rowing,athens-2004,eight with coxswain 8 women,Women,GOLD,GameTeam,Romania team,,Romania,ROU,2004
Rowing,athens-2004,eight with coxswain 8 women,Women,SILVER,GameTeam,United States team,,United States of America,USA,2004
Rowing,athens-2004,eight with coxswain 8 women,Women,BRONZE,GameTeam,Netherlands team,,Netherlands,NED,2004
Rowing,athens-2004,lightweight double sculls 2x men,Men,GOLD,GameTeam,Poland team,Tomasz KUCHARSKI,Poland,POL,2004
Rowing,athens-2004,lightweight double sculls 2x men,Men,GOLD,GameTeam,Poland team,Robert SYCZ,Poland,POL,2004
Rowing,athens-2004,lightweight double sculls 2x men,Men,SILVER,GameTeam,France team,Frederic DUFOUR,France,FRA,2004
Rowing,athens-2004,lightweight double sculls 2x men,Men,SILVER,GameTeam,France team,Pascal TOURON,France,FRA,2004
Rowing,athens-2004,lightweight double sculls 2x men,Men,BRONZE,GameTeam,Greece team,Vasilios Polymeros,Greece,GRE,2004
Rowing,athens-2004,lightweight double sculls 2x men,Men,BRONZE,GameTeam,Greece team,Nikolaos SKIATHITIS,Greece,GRE,2004
Rowing,athens-2004,single sculls 1x men,Men,GOLD,Athlete,,Olaf TUFTE,Norway,NOR,2004
Rowing,athens-2004,single sculls 1x men,Men,SILVER,Athlete,,Juri JAANSON,Estonia,EST,2004
Rowing,athens-2004,single sculls 1x men,Men,BRONZE,Athlete,,Ivo YANAKIEV,Bulgaria,BUL,2004
Rowing,athens-2004,pair without coxswain 2 women,Women,GOLD,GameTeam,Romania team,Georgeta ANDRUNACHE,Romania,ROU,2004
Rowing,athens-2004,pair without coxswain 2 women,Women,GOLD,GameTeam,Romania team,Viorica SUSANU,Romania,ROU,2004
Rowing,athens-2004,pair without coxswain 2 women,Women,SILVER,GameTeam,Great Britain team,Katherine GRAINGER,Great Britain,GBR,2004
Rowing,athens-2004,pair without coxswain 2 women,Women,SILVER,GameTeam,Great Britain team,Catherine BISHOP,Great Britain,GBR,2004
Rowing,athens-2004,pair without coxswain 2 women,Women,BRONZE,GameTeam,Belarus team,Yuliya BICHYK,Belarus,BLR,2004
Rowing,athens-2004,pair without coxswain 2 women,Women,BRONZE,GameTeam,Belarus team,Nataliya Gelakh,Belarus,BLR,2004
Rowing,athens-2004,quadruple sculls without coxsw women,Women,GOLD,GameTeam,Germany team,,Germany,GER,2004
Rowing,athens-2004,quadruple sculls without coxsw women,Women,SILVER,GameTeam,Great Britain team,,Great Britain,GBR,2004
Rowing,athens-2004,quadruple sculls without coxsw women,Women,BRONZE,GameTeam,Australia team,,Australia,AUS,2004
Rowing,athens-2004,eight with coxswain 8 men,Men,GOLD,GameTeam,United States team,,United States of America,USA,2004
Rowing,athens-2004,eight with coxswain 8 men,Men,SILVER,GameTeam,Netherlands team,,Netherlands,NED,2004
Rowing,athens-2004,eight with coxswain 8 men,Men,BRONZE,GameTeam,Australia team,,Australia,AUS,2004
Rowing,athens-2004,quadruple sculls without coxsw men,Men,GOLD,GameTeam,Russian Federation team,,Russian Federation,RUS,2004
Rowing,athens-2004,quadruple sculls without coxsw men,Men,SILVER,GameTeam,Czech Republic team,,Czech Republic,CZE,2004
Rowing,athens-2004,quadruple sculls without coxsw men,Men,BRONZE,GameTeam,Ukraine team,,Ukraine,UKR,2004
Rowing,athens-2004,double sculls 2x women,Women,GOLD,GameTeam,New Zealand team,Georgina EVERS-SWINDELL,New Zealand,NZL,2004
Rowing,athens-2004,double sculls 2x women,Women,GOLD,GameTeam,New Zealand team,Caroline EVERS-SWINDELL,New Zealand,NZL,2004
Rowing,athens-2004,double sculls 2x women,Women,SILVER,GameTeam,Germany team,Peggy WALESKA,Germany,GER,2004
Rowing,athens-2004,double sculls 2x women,Women,SILVER,GameTeam,Germany team,Britta OPPELT,Germany,GER,2004
Rowing,athens-2004,double sculls 2x women,Women,BRONZE,GameTeam,Great Britain team,Sarah WINCKLESS,Great Britain,GBR,2004
Rowing,athens-2004,double sculls 2x women,Women,BRONZE,GameTeam,Great Britain team,Elise LAVERICK,Great Britain,GBR,2004
Rowing,athens-2004,lightweight double sculls 2x women,Women,GOLD,GameTeam,Romania team,Constanta BURCICA,Romania,ROU,2004
Rowing,athens-2004,lightweight double sculls 2x women,Women,GOLD,GameTeam,Romania team,Angela ALUPEI,Romania,ROU,2004
Rowing,athens-2004,lightweight double sculls 2x women,Women,SILVER,GameTeam,Germany team,Daniela REIMER,Germany,GER,2004
Rowing,athens-2004,lightweight double sculls 2x women,Women,SILVER,GameTeam,Germany team,Claudia BLASBERG,Germany,GER,2004
Rowing,athens-2004,lightweight double sculls 2x women,Women,BRONZE,GameTeam,Netherlands team,Kirsten VAN DER KOLK,Netherlands,NED,2004
Rowing,athens-2004,lightweight double sculls 2x women,Women,BRONZE,GameTeam,Netherlands team,Marit VAN EUPEN,Netherlands,NED,2004
Basketball,athens-2004,basketball women,Women,GOLD,GameTeam,United States team,,United States of America,USA,2004
Basketball,athens-2004,basketball women,Women,SILVER,GameTeam,Australia team,,Australia,AUS,2004
Basketball,athens-2004,basketball women,Women,BRONZE,GameTeam,Russian Federation team,,Russian Federation,RUS,2004
Basketball,athens-2004,basketball men,Men,GOLD,GameTeam,Argentina team,,Argentina,ARG,2004
Basketball,athens-2004,basketball men,Men,SILVER,GameTeam,Italy team,,Italy,ITA,2004
Basketball,athens-2004,basketball men,Men,BRONZE,GameTeam,United States team,,United States of America,USA,2004
Athletics,athens-2004,hammer throw men,Men,GOLD,Athlete,,Koji MUROFUSHI,Japan,JPN,2004
Athletics,athens-2004,400m hurdles men,Men,GOLD,Athlete,,Felix SANCHEZ,Dominican Republic,DOM,2004
Athletics,athens-2004,400m hurdles men,Men,SILVER,Athlete,,Danny MCFARLANE,Jamaica,JAM,2004
Athletics,athens-2004,400m hurdles men,Men,BRONZE,Athlete,,Naman KEITA,France,FRA,2004
Athletics,athens-2004,3000m steeplechase men,Men,GOLD,Athlete,,Ezekiel KEMBOI,Kenya,KEN,2004
Athletics,athens-2004,3000m steeplechase men,Men,SILVER,Athlete,,Brimin Kiprop KIPRUTO,Kenya,KEN,2004
Athletics,athens-2004,3000m steeplechase men,Men,BRONZE,Athlete,,Paul Kipsiele KOECH,Kenya,KEN,2004
Athletics,athens-2004,long jump women,Women,GOLD,Athlete,,Tatyana LEBEDEVA,Russian Federation,RUS,2004
Athletics,athens-2004,long jump women,Women,SILVER,Athlete,,Irina SIMAGINA,Russian Federation,RUS,2004
Athletics,athens-2004,long jump women,Women,BRONZE,Athlete,,Tatyana KOTOVA,Russian Federation,RUS,2004
Athletics,athens-2004,marathon men,Men,GOLD,Athlete,,Stefano BALDINI,Italy,ITA,2004
Athletics,athens-2004,marathon men,Men,SILVER,Athlete,,Mebrahtom KEFLEZIGHI,United States of America,USA,2004
Athletics,athens-2004,marathon men,Men,BRONZE,Athlete,,Vanderlei DE LIMA,Brazil,BRA,2004
Athletics,athens-2004,4x400m relay women,Women,GOLD,GameTeam,United States team,,United States of America,USA,2004
Athletics,athens-2004,4x400m relay women,Women,SILVER,GameTeam,Russian Federation team,,Russian Federation,RUS,2004
Athletics,athens-2004,4x400m relay women,Women,BRONZE,GameTeam,Jamaica team,,Jamaica,JAM,2004
Athletics,athens-2004,javelin throw women,Women,GOLD,Athlete,,Osleidys MENENDEZ,Cuba,CUB,2004
Athletics,athens-2004,javelin throw women,Women,SILVER,Athlete,,Steffi NERIUS,Germany,GER,2004
Athletics,athens-2004,javelin throw women,Women,BRONZE,Athlete,,Mirella MANIANI-TZELILI,Greece,GRE,2004
Athletics,athens-2004,1500m men,Men,GOLD,Athlete,,Hicham EL GUERROUJ,Morocco,MAR,2004
Athletics,athens-2004,1500m men,Men,SILVER,Athlete,,Bernard LAGAT,Kenya,KEN,2004
Athletics,athens-2004,1500m men,Men,BRONZE,Athlete,,Rui SILVA,Portugal,POR,2004
Athletics,athens-2004,400m women,Women,GOLD,Athlete,,Tonique WILLIAMS-DARLING,Bahamas,BAH,2004
Athletics,athens-2004,400m women,Women,SILVER,Athlete,,Ana GUEVARA,Mexico,MEX,2004
Athletics,athens-2004,400m women,Women,BRONZE,Athlete,,Natalya ANTYUKH,Russian Federation,RUS,2004
Athletics,athens-2004,1500m women,Women,GOLD,Athlete,,Kelly HOLMES,Great Britain,GBR,2004
Athletics,athens-2004,1500m women,Women,SILVER,Athlete,,Tatyana TOMASHOVA,Russian Federation,RUS,2004
Athletics,athens-2004,1500m women,Women,BRONZE,Athlete,,Maria CIONCAN,Romania,ROU,2004
Athletics,athens-2004,triple jump women,Women,GOLD,Athlete,,Françoise MBANGO ETONE,Cameroon,CMR,2004
Athletics,athens-2004,triple jump women,Women,SILVER,Athlete,,Hrysopiyi DEVETZI,Greece,GRE,2004
Athletics,athens-2004,triple jump women,Women,BRONZE,Athlete,,Tatyana LEBEDEVA,Russian Federation,RUS,2004
Athletics,athens-2004,110m hurdles men,Men,GOLD,Athlete,,Xiang LIU,People's Republic of China,CHN,2004
Athletics,athens-2004,110m hurdles men,Men,SILVER,Athlete,,Terrence TRAMMELL,United States of America,USA,2004
Athletics,athens-2004,110m hurdles men,Men,BRONZE,Athlete,,Anier GARCIA,Cuba,CUB,2004
Athletics,athens-2004,20km walk men,Men,GOLD,Athlete,,Ivano BRUGNETTI,Italy,ITA,2004
Athletics,athens-2004,20km walk men,Men,SILVER,Athlete,,Francisco Javier FERNANDEZ,Spain,ESP,2004
Athletics,athens-2004,20km walk men,Men,BRONZE,Athlete,,Nathan DEAKES,Australia,AUS,2004
Athletics,athens-2004,4x100m relay men,Men,GOLD,GameTeam,Great Britain team,,Great Britain,GBR,2004
Athletics,athens-2004,4x100m relay men,Men,SILVER,GameTeam,United States team,,United States of America,USA,2004
Athletics,athens-2004,4x100m relay men,Men,BRONZE,GameTeam,Nigeria team,,Nigeria,NGR,2004
Athletics,athens-2004,50km walk men,Men,GOLD,Athlete,,Robert KORZENIOWSKI,Poland,POL,2004
Athletics,athens-2004,50km walk men,Men,SILVER,Athlete,,Denis NIZHEGORODOV,Russian Federation,RUS,2004
Athletics,athens-2004,50km walk men,Men,BRONZE,Athlete,,Aleksey VOYEVODIN,Russian Federation,RUS,2004
Athletics,athens-2004,shot put men,Men,GOLD,Athlete,,Adam NELSON,United States of America,USA,2004
Athletics,athens-2004,shot put men,Men,SILVER,Athlete,,Joachim Broechner OLSEN,Denmark,DEN,2004
Athletics,athens-2004,shot put men,Men,BRONZE,Athlete,,Manuel MARTINEZ,Spain,ESP,2004
Athletics,athens-2004,800m men,Men,GOLD,Athlete,,Yury Borzakovsky,Russian Federation,RUS,2004
Athletics,athens-2004,800m men,Men,SILVER,Athlete,,Mbulaeni MULAUDZI,South Africa,RSA,2004
Athletics,athens-2004,800m men,Men,BRONZE,Athlete,,Wilson KIPKETER,Denmark,DEN,2004
Athletics,athens-2004,400m men,Men,GOLD,Athlete,,Jeremy WARINER,United States of America,USA,2004
Athletics,athens-2004,400m men,Men,SILVER,Athlete,,Otis HARRIS,United States of America,USA,2004
Athletics,athens-2004,400m men,Men,BRONZE,Athlete,,Derrick BREW,United States of America,USA,2004
Athletics,athens-2004,pole vault men,Men,GOLD,Athlete,,Timothy MACK,United States of America,USA,2004
Athletics,athens-2004,pole vault men,Men,SILVER,Athlete,,Toby STEVENSON,United States of America,USA,2004
Athletics,athens-2004,pole vault men,Men,BRONZE,Athlete,,Giuseppe GIBILISCO,Italy,ITA,2004
Athletics,athens-2004,20km race walk women,Women,GOLD,Athlete,,Athanasia TSOUMELEKA,Greece,GRE,2004
Athletics,athens-2004,20km race walk women,Women,SILVER,Athlete,,Olimpiada IVANOVA,Russian Federation,RUS,2004
Athletics,athens-2004,20km race walk women,Women,BRONZE,Athlete,,Jane SAVILLE,Australia,AUS,2004
Athletics,athens-2004,marathon women,Women,GOLD,Athlete,,Mizuki NOGUCHI,Japan,JPN,2004
Athletics,athens-2004,marathon women,Women,SILVER,Athlete,,Catherine NDEREBA,Kenya,KEN,2004
Athletics,athens-2004,marathon women,Women,BRONZE,Athlete,,Deena KASTOR,United States of America,USA,2004
Athletics,athens-2004,triple jump men,Men,GOLD,Athlete,,Christian OLSSON,Sweden,SWE,2004
Athletics,athens-2004,triple jump men,Men,SILVER,Athlete,,Marian OPREA,Romania,ROU,2004
Athletics,athens-2004,triple jump men,Men,BRONZE,Athlete,,Danil BURKENYA,Russian Federation,RUS,2004
Athletics,athens-2004,high jump men,Men,GOLD,Athlete,,Stefan HOLM,Sweden,SWE,2004
Athletics,athens-2004,high jump men,Men,SILVER,Athlete,,Matt HEMINGWAY,United States of America,USA,2004
Athletics,athens-2004,high jump men,Men,BRONZE,Athlete,,Jaroslav BABA,Czech Republic,CZE,2004
Athletics,athens-2004,javelin throw men,Men,GOLD,Athlete,,Andreas THORKILDSEN,Norway,NOR,2004
Athletics,athens-2004,javelin throw men,Men,SILVER,Athlete,,Vadims VASILEVSKIS,Latvia,LAT,2004
Athletics,athens-2004,javelin throw men,Men,BRONZE,Athlete,,Sergey MAKAROV,Russian Federation,RUS,2004
Athletics,athens-2004,hammer throw women,Women,GOLD,Athlete,,Olga KUZENKOVA,Russian Federation,RUS,2004
Athletics,athens-2004,hammer throw women,Women,SILVER,Athlete,,Yipsi MORENO,Cuba,CUB,2004
Athletics,athens-2004,hammer throw women,Women,BRONZE,Athlete,,Yunaika CRAWFORD,Cuba,CUB,2004
Athletics,athens-2004,long jump men,Men,GOLD,Athlete,,Dwight PHILLIPS,United States of America,USA,2004
Athletics,athens-2004,long jump men,Men,SILVER,Athlete,,John MOFFITT,United States of America,USA,2004
Athletics,athens-2004,long jump men,Men,BRONZE,Athlete,,Joan Lino MARTINEZ,Spain,ESP,2004
Athletics,athens-2004,400m hurdles women,Women,GOLD,Athlete,,Fani CHALKIA,Greece,GRE,2004
Athletics,athens-2004,400m hurdles women,Women,SILVER,Athlete,,Ionela TIRLEA-MANOLACHE,Romania,ROU,2004
Athletics,athens-2004,400m hurdles women,Women,BRONZE,Athlete,,Tetiana TERESHCHUK-ANTIPOVA,Ukraine,UKR,2004
Athletics,athens-2004,10000m men,Men,GOLD,Athlete,,Kenenisa BEKELE,Ethiopia,ETH,2004
Athletics,athens-2004,10000m men,Men,SILVER,Athlete,,Sileshi SIHINE,Ethiopia,ETH,2004
Athletics,athens-2004,10000m men,Men,BRONZE,Athlete,,Zersenay TADESSE,Eritrea,ERI,2004
Athletics,athens-2004,200m women,Women,GOLD,Athlete,,Veronica Campbell-Brown,Jamaica,JAM,2004
Athletics,athens-2004,200m women,Women,SILVER,Athlete,,Allyson FELIX,United States of America,USA,2004
Athletics,athens-2004,200m women,Women,BRONZE,Athlete,,Debbie FERGUSON-MCKENZIE,Bahamas,BAH,2004
Athletics,athens-2004,shot put women,Women,GOLD,Athlete,,Yumileidi CUMBA,Cuba,CUB,2004
Athletics,athens-2004,shot put women,Women,SILVER,Athlete,,Nadine KLEINERT,Germany,GER,2004
Athletics,athens-2004,4x400m relay men,Men,GOLD,GameTeam,United States team,,United States of America,USA,2004
Athletics,athens-2004,4x400m relay men,Men,SILVER,GameTeam,Australia team,,Australia,AUS,2004
Athletics,athens-2004,4x400m relay men,Men,BRONZE,GameTeam,Nigeria team,,Nigeria,NGR,2004
Athletics,athens-2004,pole vault women,Women,GOLD,Athlete,,Yelena ISINBAEVA,Russian Federation,RUS,2004
Athletics,athens-2004,pole vault women,Women,SILVER,Athlete,,Svetlana FEOFANOVA,Russian Federation,RUS,2004
Athletics,athens-2004,pole vault women,Women,BRONZE,Athlete,,Anna ROGOWSKA,Poland,POL,2004
Athletics,athens-2004,10000m women,Women,GOLD,Athlete,,Huina XING,People's Republic of China,CHN,2004
Athletics,athens-2004,10000m women,Women,SILVER,Athlete,,Ejegayehu DIBABA,Ethiopia,ETH,2004
Athletics,athens-2004,10000m women,Women,BRONZE,Athlete,,Derartu TULU,Ethiopia,ETH,2004
Athletics,athens-2004,800m women,Women,GOLD,Athlete,,Kelly HOLMES,Great Britain,GBR,2004
Athletics,athens-2004,800m women,Women,SILVER,Athlete,,Hasna BENHASSI,Morocco,MAR,2004
Athletics,athens-2004,800m women,Women,BRONZE,Athlete,,Jolanda CEPLAK,Slovenia,SLO,2004
Athletics,athens-2004,high jump women,Women,GOLD,Athlete,,Elena SLESARENKO,Russian Federation,RUS,2004
Athletics,athens-2004,high jump women,Women,SILVER,Athlete,,Hestrie CLOETE,South Africa,RSA,2004
Athletics,athens-2004,high jump women,Women,BRONZE,Athlete,,Vita STYOPINA,Ukraine,UKR,2004
Athletics,athens-2004,100m men,Men,GOLD,Athlete,,Justin GATLIN,United States of America,USA,2004
Athletics,athens-2004,100m men,Men,SILVER,Athlete,,Francis OBIKWELU,Portugal,POR,2004
Athletics,athens-2004,100m men,Men,BRONZE,Athlete,,Maurice GREENE,United States of America,USA,2004
Athletics,athens-2004,discus throw women,Women,GOLD,Athlete,,Natalya SADOVA,Russian Federation,RUS,2004
Athletics,athens-2004,discus throw women,Women,SILVER,Athlete,,Anastasia KELESIDOU,Greece,GRE,2004
Athletics,athens-2004,discus throw women,Women,BRONZE,Athlete,,Vera POSPISILOVA-CECHLOVA,Czech Republic,CZE,2004
Athletics,athens-2004,100m women,Women,GOLD,Athlete,,Yuliya NESTSIARENKA,Belarus,BLR,2004
Athletics,athens-2004,100m women,Women,SILVER,Athlete,,Lauryn WILLIAMS,United States of America,USA,2004
Athletics,athens-2004,100m women,Women,BRONZE,Athlete,,Veronica Campbell-Brown,Jamaica,JAM,2004
Athletics,athens-2004,decathlon men,Men,GOLD,Athlete,,Roman SEBRLE,Czech Republic,CZE,2004
Athletics,athens-2004,decathlon men,Men,SILVER,Athlete,,Bryan CLAY,United States of America,USA,2004
